Year,Week,Game,Home Team,Away Team
2012,10,645,Marcus Dupree,Pillshovellers
2012,10,646,Pillshovellers,Is it 2013 yet?
2012,10,647,Scalp Hunters,* League Average
2012,10,648,I Pitta the Fool,* League Average
2012,10,649,MC Gusto,* League Average
2012,10,650,Ghost of Derrick Thomas,* League Average
2012,10,651,He Hate Me,* League Average
2012,10,652,Crackers,* League Average
2012,10,653,Brees Nuts,* League Average
2012,10,654,GoodFellas,* League Average
2012,10,655,Pestilence,* League Average
2012,10,656,Phinatics,* League Average
2012,10,657,Marcus Dupree,* League Average
2012,10,658,Pillshovellers,* League Average
2012,10,659,Is it 2013 yet?,* League Average
2012,10,660,THE Great Chewbaccas,* League Average
2012,11,661,THE Great Chewbaccas,Brees Nuts
2012,11,662,THE Great Chewbaccas,GoodFellas
2012,11,663,GoodFellas,Crackers
2012,11,664,Pestilence,Brees Nuts
2012,11,665,Pestilence,He Hate Me
2012,11,666,Phinatics,Crackers
2012,11,667,Phinatics,Ghost of Derrick Thomas
2012,11,668,Marcus Dupree,He Hate Me
2012,11,669,Marcus Dupree,MC Gusto
2012,11,670,Pillshovellers,Ghost of Derrick Thomas
2012,11,671,Pillshovellers,I Pitta the Fool
2012,11,672,Is it 2013 yet?,MC Gusto
2012,11,673,Is it 2013 yet?,Scalp Hunters
2012,11,674,Scalp Hunters,I Pitta the Fool
2012,11,675,Scalp Hunters,* League Average
2012,11,676,I Pitta the Fool,* League Average
2012,11,677,MC Gusto,* League Average
2012,11,678,Ghost of Derrick Thomas,* League Average
2012,11,679,He Hate Me,* League Average
2012,11,680,Crackers,* League Average
2012,11,681,Brees Nuts,* League Average
2012,11,682,GoodFellas,* League Average
2012,11,683,Pestilence,* League Average
2012,11,684,Phinatics,* League Average
2012,11,685,Marcus Dupree,* League Average
2012,11,686,Pillshovellers,* League Average
2012,11,687,Is it 2013 yet?,* League Average
2012,11,688,THE Great Chewbaccas,* League Average
2012,12,689,THE Great Chewbaccas,Pestilence
2012,12,690,THE Great Chewbaccas,Phinatics
2012,12,691,Phinatics,GoodFellas
2012,12,692,Marcus Dupree,Pestilence
2012,12,693,Marcus Dupree,Brees Nuts
2012,12,694,Pillshovellers,GoodFellas
2012,12,695,Pillshovellers,Crackers
2012,12,696,Is it 2013 yet?,Brees Nuts
2012,12,697,Is it 2013 yet?,He Hate Me
2012,12,698,Scalp Hunters,Crackers
2012,12,699,Scalp Hunters,Brees Nuts
2012,12,700,I Pitta the Fool,He Hate Me
2012,12,701,I Pitta the Fool,MC Gusto
2012,12,702,MC Gusto,Ghost of Derrick Thomas
2012,12,703,Scalp Hunters,* League Average
2012,12,704,I Pitta the Fool,* League Average
2012,12,705,MC Gusto,* League Average
2012,12,706,Ghost of Derrick Thomas,* League Average
2012,12,707,He Hate Me,* League Average
2012,12,708,Crackers,* League Average
2012,12,709,Brees Nuts,* League Average
2012,12,710,GoodFellas,* League Average
2012,12,711,Pestilence,* League Average
2012,12,712,Phinatics,* League Average
2012,12,713,Marcus Dupree,* League Average
2012,12,714,Pillshovellers,* League Average
2012,12,715,Is it 2013 yet?,* League Average
2012,12,716,THE Great Chewbaccas,* League Average
2012,13,717,THE Great Chewbaccas,Marcus Dupree
2012,13,718,THE Great Chewbaccas,Pillshovellers
2012,13,719,Pillshovellers,Phinatics
2012,13,720,Is it 2013 yet?,Marcus Dupree
2012,13,721,Is it 2013 yet?,Pestilence
2012,13,722,Scalp Hunters,Phinatics
2012,13,723,Scalp Hunters,GoodFellas
2012,13,724,I Pitta the Fool,Pestilence
2012,13,725,I Pitta the Fool,Brees Nuts
2012,13,726,MC Gusto,GoodFellas
2012,13,727,MC Gusto,Crackers
2012,13,728,Ghost of Derrick Thomas,Brees Nuts
2012,13,729,Ghost of Derrick Thomas,He Hate Me
2012,13,730,He Hate Me,Crackers
2012,13,731,Scalp Hunters,* League Average
2012,13,732,I Pitta the Fool,* League Average
2012,13,733,MC Gusto,* League Average
2012,13,734,Ghost of Derrick Thomas,* League Average
2012,13,735,He Hate Me,* League Average
2012,13,736,Crackers,* League Average
2012,13,737,Brees Nuts,* League Average
2012,13,738,GoodFellas,* League Average
2012,13,739,Pestilence,* League Average
2012,13,740,Phinatics,* League Average
2012,13,741,Marcus Dupree,* League Average
2012,13,742,Pillshovellers,* League Average
2012,13,743,Is it 2013 yet?,* League Average
2012,13,744,THE Great Chewbaccas,* League Average
2012,14,745,GoodFellas,Crackers
2012,14,746,MC Gusto,Brees Nuts
2012,14,747,Phinatics,He Hate Me
2012,14,748,Marcus Dupree,Scalp Hunters
2012,14,749,Is it 2013 yet?,Pillshovellers
2012,14,750,Pestilence,Ghost of Derrick Thomas
2012,15,751,Brees Nuts,I Pitta the Fool
2012,15,752,Crackers,THE Great Chewbaccas
2012,15,753,Marcus Dupree,He Hate Me
2012,15,754,Ghost of Derrick Thomas,Pillshovellers
2012,16,755,THE Great Chewbaccas,I Pitta the Fool
2012,16,756,Ghost of Derrick Thomas,He Hate Me
2012,16,757,Brees Nuts,Crackers
2012,17,758,I Pitta the Fool,THE Great Chewbaccas
2012,17,759,He Hate Me,Ghost of Derrick Thomas
2012,17,760,Crackers,Brees Nuts
2013,1,761,THE Great Chewbaccas,"It is 2013 now, right?"
2013,1,762,THE Great Chewbaccas,Scalp Hunters
2013,1,763,Scalp Hunters,Pillshovellers
2013,1,764,I Pitta the Fool,"It is 2013 now, right?"
2013,1,765,I Pitta the Fool,Son of a Blitz - not meast
2013,1,766,MC Gusto,Pillshovellers
2013,1,767,MC Gusto,Phinatics
2013,1,768,Ghost of Derrick Thomas,Son of a Blitz - not meast
2013,1,769,Ghost of Derrick Thomas,Pestilence
2013,1,770,He Hate Me,Phinatics
2013,1,771,He Hate Me,GoodFellas
2013,1,772,Crackers,Pestilence
2013,1,773,Crackers,Brees Nuts
2013,1,774,Brees Nuts,GoodFellas
2013,1,775,Scalp Hunters,* League Average
2013,1,776,I Pitta the Fool,* League Average
2013,1,777,MC Gusto,* League Average
2013,1,778,Ghost of Derrick Thomas,* League Average
2013,1,779,He Hate Me,* League Average
2013,1,780,Crackers,* League Average
2013,1,781,Brees Nuts,* League Average
2013,1,782,GoodFellas,* League Average
2013,1,783,Pestilence,* League Average
2013,1,784,Phinatics,* League Average
2013,1,785,Son of a Blitz - not meast,* League Average
2013,1,786,Pillshovellers,* League Average
2013,1,787,"It is 2013 now, right?",* League Average
2013,1,788,THE Great Chewbaccas,* League Average
2013,2,789,THE Great Chewbaccas,I Pitta the Fool
2013,2,790,THE Great Chewbaccas,MC Gusto
2013,2,791,MC Gusto,Scalp Hunters
2013,2,792,Ghost of Derrick Thomas,I Pitta the Fool
2013,2,793,Ghost of Derrick Thomas,"It is 2013 now, right?"
2013,2,794,He Hate Me,Scalp Hunters
2013,2,795,He Hate Me,Pillshovellers
2013,2,796,Crackers,"It is 2013 now, right?"
2013,2,797,Crackers,Son of a Blitz - not meast
2013,2,798,Brees Nuts,Pillshovellers
2013,2,799,Brees Nuts,Phinatics
2013,2,800,GoodFellas,Son of a Blitz - not meast
2013,2,801,GoodFellas,Pestilence
2013,2,802,Pestilence,Phinatics
2013,2,803,Scalp Hunters,* League Average
2013,2,804,I Pitta the Fool,* League Average
2013,2,805,MC Gusto,* League Average
2013,2,806,Ghost of Derrick Thomas,* League Average
2013,2,807,He Hate Me,* League Average
2013,2,808,Crackers,* League Average
2013,2,809,Brees Nuts,* League Average
2013,2,810,GoodFellas,* League Average
2013,2,811,Pestilence,* League Average
2013,2,812,Phinatics,* League Average
2013,2,813,Son of a Blitz - not meast,* League Average
2013,2,814,Pillshovellers,* League Average
2013,2,815,"It is 2013 now, right?",* League Average
2013,2,816,THE Great Chewbaccas,* League Average
2013,3,817,THE Great Chewbaccas,Ghost of Derrick Thomas
2013,3,818,THE Great Chewbaccas,He Hate Me
2013,3,819,He Hate Me,MC Gusto
2013,3,820,Crackers,Ghost of Derrick Thomas
2013,3,821,Crackers,I Pitta the Fool
2013,3,822,Brees Nuts,MC Gusto
2013,3,823,Brees Nuts,Scalp Hunters
2013,3,824,GoodFellas,I Pitta the Fool
2013,3,825,GoodFellas,"It is 2013 now, right?"
2013,3,826,Pestilence,Scalp Hunters
2013,3,827,Pestilence,Pillshovellers
2013,3,828,Phinatics,"It is 2013 now, right?"
2013,3,829,Phinatics,Son of a Blitz - not meast
2013,3,830,Son of a Blitz - not meast,Pillshovellers
2013,3,831,Scalp Hunters,* League Average
2013,3,832,I Pitta the Fool,* League Average
2013,3,833,MC Gusto,* League Average
2013,3,834,Ghost of Derrick Thomas,* League Average
2013,3,835,He Hate Me,* League Average
2013,3,836,Crackers,* League Average
2013,3,837,Brees Nuts,* League Average
2013,3,838,GoodFellas,* League Average
2013,3,839,Pestilence,* League Average
2013,3,840,Phinatics,* League Average
2013,3,841,Son of a Blitz - not meast,* League Average
2013,3,842,Pillshovellers,* League Average
2013,3,843,"It is 2013 now, right?",* League Average
2013,3,844,THE Great Chewbaccas,* League Average
2013,4,845,THE Great Chewbaccas,Crackers
2013,4,846,THE Great Chewbaccas,Brees Nuts
2013,4,847,Brees Nuts,He Hate Me
2013,4,848,GoodFellas,Crackers
2013,4,849,GoodFellas,Ghost of Derrick Thomas
2013,4,850,Pestilence,He Hate Me
2013,4,851,Pestilence,MC Gusto
2013,4,852,Phinatics,Ghost of Derrick Thomas
2013,4,853,Phinatics,I Pitta the Fool
2013,4,854,Son of a Blitz - not meast,MC Gusto
2013,4,855,Son of a Blitz - not meast,"It is 2013 now, right?"
2013,4,856,Pillshovellers,I Pitta the Fool
2013,4,857,Pillshovellers,"It is 2013 now, right?"
2013,4,858,"It is 2013 now, right?","It is 2013 now, right?"
2013,4,859,Scalp Hunters,* League Average
2013,4,860,I Pitta the Fool,* League Average
2013,4,861,MC Gusto,* League Average
2013,4,862,Ghost of Derrick Thomas,* League Average
2013,4,863,He Hate Me,* League Average
2013,4,864,Crackers,* League Average
2013,4,865,Brees Nuts,* League Average
2013,4,866,GoodFellas,* League Average
2013,4,867,Pestilence,* League Average
2013,4,868,Phinatics,* League Average
2013,4,869,Son of a Blitz - not meast,* League Average
2013,4,870,Pillshovellers,* League Average
2013,4,871,"It is 2013 now, right?",* League Average
2013,4,872,THE Great Chewbaccas,* League Average
2013,5,873,THE Great Chewbaccas,GoodFellas
2013,5,874,THE Great Chewbaccas,Pestilence
2013,5,875,Son of a Blitz - not meast,Brees Nuts
2013,5,876,Pillshovellers,GoodFellas
2013,5,877,Pillshovellers,Crackers
2013,5,878,"It is 2013 now, right?",Brees Nuts
2013,5,879,"It is 2013 now, right?",He Hate Me
2013,5,880,Scalp Hunters,Crackers
2013,5,881,Scalp Hunters,Ghost of Derrick Thomas
2013,5,882,I Pitta the Fool,He Hate Me
2013,5,883,I Pitta the Fool,MC Gusto
2013,5,884,MC Gusto,Ghost of Derrick Thomas
2013,5,885,MC Gusto,I Pitta the Fool
2013,5,886,Ghost of Derrick Thomas,MC Gusto
2013,5,887,Scalp Hunters,* League Average
2013,5,888,I Pitta the Fool,* League Average
2013,5,889,MC Gusto,* League Average
2013,5,890,Ghost of Derrick Thomas,* League Average
2013,5,891,He Hate Me,* League Average
2013,5,892,Crackers,* League Average
2013,5,893,Brees Nuts,* League Average
2013,5,894,GoodFellas,* League Average
2013,5,895,Pestilence,* League Average
2013,5,896,Phinatics,* League Average
2013,5,897,Son of a Blitz - not meast,* League Average
2013,5,898,Pillshovellers,* League Average
2013,5,899,"It is 2013 now, right?",* League Average
2013,5,900,THE Great Chewbaccas,* League Average
2013,6,901,THE Great Chewbaccas,Phinatics
2013,6,902,THE Great Chewbaccas,Son of a Blitz - not meast
2013,6,903,Son of a Blitz - not meast,Pestilence
2013,6,904,Pillshovellers,Phinatics
2013,6,905,Pillshovellers,GoodFellas
2013,6,906,"It is 2013 now, right?",Pestilence
2013,6,907,"It is 2013 now, right?",Brees Nuts
2013,6,908,Scalp Hunters,GoodFellas
2013,6,909,Scalp Hunters,Crackers
2013,6,910,I Pitta the Fool,Brees Nuts
2013,6,911,I Pitta the Fool,GoodFellas
2013,6,912,MC Gusto,Crackers
2013,6,913,MC Gusto,Brees Nuts
2013,6,914,Ghost of Derrick Thomas,He Hate Me
2013,6,915,Scalp Hunters,* League Average
2013,6,916,I Pitta the Fool,* League Average
2013,6,917,MC Gusto,* League Average
2013,6,918,Ghost of Derrick Thomas,* League Average
2013,6,919,He Hate Me,* League Average
2013,6,920,Crackers,* League Average
2013,6,921,Brees Nuts,* League Average
2013,6,922,GoodFellas,* League Average
2013,6,923,Pestilence,* League Average
2013,6,924,Phinatics,* League Average
2013,6,925,Son of a Blitz - not meast,* League Average
2013,6,926,Pillshovellers,* League Average
2013,6,927,"It is 2013 now, right?",* League Average
2013,6,928,THE Great Chewbaccas,* League Average
2013,7,929,THE Great Chewbaccas,Pillshovellers
2013,7,930,THE Great Chewbaccas,"It is 2013 now, right?"
2013,7,931,"It is 2013 now, right?",Son of a Blitz - not meast
2013,7,932,Scalp Hunters,Pillshovellers
2013,7,933,Scalp Hunters,Phinatics
2013,7,934,I Pitta the Fool,Son of a Blitz - not meast
2013,7,935,I Pitta the Fool,Pestilence
2013,7,936,MC Gusto,Phinatics
2013,7,937,MC Gusto,GoodFellas
2013,7,938,Ghost of Derrick Thomas,Pestilence
2013,7,939,Ghost of Derrick Thomas,Brees Nuts
2013,7,940,He Hate Me,GoodFellas
2013,7,941,He Hate Me,Crackers
2013,7,942,Crackers,Brees Nuts
2013,7,943,Scalp Hunters,* League Average
2013,7,944,I Pitta the Fool,* League Average
2013,7,945,MC Gusto,* League Average
2013,7,946,Ghost of Derrick Thomas,* League Average
2013,7,947,He Hate Me,* League Average
2013,7,948,Crackers,* League Average
2013,7,949,Brees Nuts,* League Average
2013,7,950,GoodFellas,* League Average
2013,7,951,Pestilence,* League Average
2013,7,952,Phinatics,* League Average
2013,7,953,Son of a Blitz - not meast,* League Average
2013,7,954,Pillshovellers,* League Average
2013,7,955,"It is 2013 now, right?",* League Average
2013,7,956,THE Great Chewbaccas,* League Average
2013,8,957,THE Great Chewbaccas,Scalp Hunters
2013,8,958,THE Great Chewbaccas,I Pitta the Fool
2013,8,959,I Pitta the Fool,"It is 2013 now, right?"
2013,8,960,MC Gusto,Scalp Hunters
2013,8,961,MC Gusto,Pillshovellers
2013,8,962,Ghost of Derrick Thomas,"It is 2013 now, right?"
2013,8,963,Ghost of Derrick Thomas,Son of a Blitz - not meast
2013,8,964,He Hate Me,Pillshovellers
2013,8,965,He Hate Me,Phinatics
2013,8,966,Crackers,Son of a Blitz - not meast
2013,8,967,Crackers,Pestilence
2013,8,968,Brees Nuts,Phinatics
2013,8,969,Brees Nuts,GoodFellas
2013,8,970,GoodFellas,Pestilence
2013,8,971,Scalp Hunters,* League Average
2013,8,972,I Pitta the Fool,* League Average
2013,8,973,MC Gusto,* League Average
2013,8,974,Ghost of Derrick Thomas,* League Average
2013,8,975,He Hate Me,* League Average
2013,8,976,Crackers,* League Average
2013,8,977,Brees Nuts,* League Average
2013,8,978,GoodFellas,* League Average
2013,8,979,Pestilence,* League Average
2013,8,980,Phinatics,* League Average
2013,8,981,Son of a Blitz - not meast,* League Average
2013,8,982,Pillshovellers,* League Average
2013,8,983,"It is 2013 now, right?",* League Average
2013,8,984,THE Great Chewbaccas,* League Average
2013,9,985,THE Great Chewbaccas,MC Gusto
2013,9,986,THE Great Chewbaccas,Ghost of Derrick Thomas
2013,9,987,Ghost of Derrick Thomas,I Pitta the Fool
2013,9,988,He Hate Me,MC Gusto
2013,9,989,He Hate Me,Scalp Hunters
2013,9,990,Crackers,I Pitta the Fool
2013,9,991,Crackers,"It is 2013 now, right?"
2013,9,992,Brees Nuts,Scalp Hunters
2013,9,993,Brees Nuts,Pillshovellers
2013,9,994,GoodFellas,"It is 2013 now, right?"
2013,9,995,GoodFellas,Son of a Blitz - not meast
2013,9,996,Pestilence,Pillshovellers
2013,9,997,Pestilence,Phinatics
2013,9,998,Phinatics,Son of a Blitz - not meast
2013,9,999,Scalp Hunters,* League Average
2013,9,1000,I Pitta the Fool,* League Average
2013,9,1001,MC Gusto,* League Average
2013,9,1002,Ghost of Derrick Thomas,* League Average
2013,9,1003,He Hate Me,* League Average
2013,9,1004,Crackers,* League Average
2013,9,1005,Brees Nuts,* League Average
2013,9,1006,GoodFellas,* League Average
2013,9,1007,Pestilence,* League Average
2013,9,1008,Phinatics,* League Average
2013,9,1009,Son of a Blitz - not meast,* League Average
2013,9,1010,Pillshovellers,* League Average
2013,9,1011,"It is 2013 now, right?",* League Average
2013,9,1012,THE Great Chewbaccas,* League Average
2013,10,1013,THE Great Chewbaccas,He Hate Me
2013,10,1014,THE Great Chewbaccas,Crackers
2013,10,1015,Crackers,Ghost of Derrick Thomas
2013,10,1016,Brees Nuts,He Hate Me
2013,10,1017,Brees Nuts,MC Gusto
2013,10,1018,GoodFellas,Ghost of Derrick Thomas
2013,10,1019,GoodFellas,I Pitta the Fool
2013,10,1020,Pestilence,MC Gusto
2013,10,1021,Pestilence,Scalp Hunters
2013,10,1022,Phinatics,I Pitta the Fool
2013,10,1023,Phinatics,"It is 2013 now, right?"
2013,10,1024,Son of a Blitz - not meast,Scalp Hunters
2013,10,1025,Son of a Blitz - not meast,Pillshovellers
2013,10,1026,Pillshovellers,"It is 2013 now, right?"
2013,10,1027,Scalp Hunters,* League Average
2013,10,1028,I Pitta the Fool,* League Average
2013,10,1029,MC Gusto,* League Average
2013,10,1030,Ghost of Derrick Thomas,* League Average
2013,10,1031,He Hate Me,* League Average
2013,10,1032,Crackers,* League Average
2013,10,1033,Brees Nuts,* League Average
2013,10,1034,GoodFellas,* League Average
2013,10,1035,Pestilence,* League Average
2013,10,1036,Phinatics,* League Average
2013,10,1037,Son of a Blitz - not meast,* League Average
2013,10,1038,Pillshovellers,* League Average
2013,10,1039,"It is 2013 now, right?",* League Average
2013,10,1040,THE Great Chewbaccas,* League Average
2013,11,1041,THE Great Chewbaccas,Brees Nuts
2013,11,1042,THE Great Chewbaccas,GoodFellas
2013,11,1043,GoodFellas,Crackers
2013,11,1044,Pestilence,Brees Nuts
2013,11,1045,Pestilence,He Hate Me
2013,11,1046,Phinatics,Crackers
2013,11,1047,Phinatics,Ghost of Derrick Thomas
2013,11,1048,Son of a Blitz - not meast,He Hate Me
2013,11,1049,Son of a Blitz - not meast,MC Gusto
2013,11,1050,Pillshovellers,Ghost of Derrick Thomas
2013,11,1051,Pillshovellers,I Pitta the Fool
2013,11,1052,"It is 2013 now, right?",MC Gusto
2013,11,1053,"It is 2013 now, right?",Scalp Hunters
2013,11,1054,Scalp Hunters,I Pitta the Fool
2013,11,1055,Scalp Hunters,* League Average
2013,11,1056,I Pitta the Fool,* League Average
2013,11,1057,MC Gusto,* League Average
2013,11,1058,Ghost of Derrick Thomas,* League Average
2013,11,1059,He Hate Me,* League Average
2013,11,1060,Crackers,* League Average
2013,11,1061,Brees Nuts,* League Average
2013,11,1062,GoodFellas,* League Average
2013,11,1063,Pestilence,* League Average
2013,11,1064,Phinatics,* League Average
2013,11,1065,Son of a Blitz - not meast,* League Average
2013,11,1066,Pillshovellers,* League Average
2013,11,1067,"It is 2013 now, right?",* League Average
2013,11,1068,THE Great Chewbaccas,* League Average
2013,12,1069,THE Great Chewbaccas,Pestilence
2013,12,1070,THE Great Chewbaccas,Phinatics
2013,12,1071,Phinatics,GoodFellas
2013,12,1072,Son of a Blitz - not meast,Pestilence
2013,12,1073,Son of a Blitz - not meast,Brees Nuts
2013,12,1074,Pillshovellers,GoodFellas
2013,12,1075,Pillshovellers,Crackers
2013,12,1076,"It is 2013 now, right?",Brees Nuts
2013,12,1077,"It is 2013 now, right?",He Hate Me
2013,12,1078,Scalp Hunters,Crackers
2013,12,1079,Scalp Hunters,Brees Nuts
2013,12,1080,I Pitta the Fool,He Hate Me
2013,12,1081,I Pitta the Fool,MC Gusto
2013,12,1082,MC Gusto,Ghost of Derrick Thomas
2013,12,1083,Scalp Hunters,* League Average
2013,12,1084,I Pitta the Fool,* League Average
2013,12,1085,MC Gusto,* League Average
2013,12,1086,Ghost of Derrick Thomas,* League Average
2013,12,1087,He Hate Me,* League Average
2013,12,1088,Crackers,* League Average
2013,12,1089,Brees Nuts,* League Average
2013,12,1090,GoodFellas,* League Average
2013,12,1091,Pestilence,* League Average
2013,12,1092,Phinatics,* League Average
2013,12,1093,Son of a Blitz - not meast,* League Average
2013,12,1094,Pillshovellers,* League Average
2013,12,1095,"It is 2013 now, right?",* League Average
2013,12,1096,THE Great Chewbaccas,* League Average
2013,13,1097,THE Great Chewbaccas,Son of a Blitz - not meast
